Date,Open,High,Low,Close,Adj Close,Volume
2019-12-02,8424.5,8457.25,8276.5,8316.0,8316.0,559474
2019-12-03,8313.75,8337.5,8168.25,8251.25,8251.25,614317
2019-12-04,8258.75,8319.25,8220.5,8295.25,8295.25,413647
2019-12-05,8296.25,8340.0,8273.25,8309.25,8309.25,370987
2019-12-06,8311.0,8409.5,8307.75,8400.25,8400.25,302782
2019-12-09,8401.5,8427.25,8347.0,8356.0,8356.0,292419
2019-12-10,8354.5,8398.0,8297.0,8363.75,8363.75,403364
2019-12-11,8366.25,8411.0,8345.0,8405.5,8405.5,304183
2019-12-12,8407.5,8497.0,8381.0,8465.25,8465.25,554338
2019-12-13,8485.0,8523.75,8435.5,8494.0,8494.0,335038
2019-12-16,8507.0,8587.75,8503.25,8576.0,8576.0,192050
2019-12-17,8576.0,8596.75,8563.25,8576.25,8576.25,145053
2019-12-18,8569.75,8612.0,8567.75,8590.25,8590.25,98301
2019-12-19,8598.0,8655.5,8580.25,8642.5,8642.5,65776
2019-12-20,8651.0,8707.4599609375,8638.25,8707.4599609375,8707.4599609375,307870
2019-12-23,8710.75,8743.25,8707.5,8726.5,8726.5,194915
2019-12-24,8728.25,8736.0,8707.0,8729.5,8729.5,106029
2019-12-26,8730.25,8805.0,8729.0,8804.25,8804.25,170684
2019-12-27,8801.0,8843.5,8769.0,8783.25,8783.25,322888
2019-12-30,8783.5,8809.75,8691.25,8733.75,8733.75,404047
2019-12-31,8731.75,8772.25,8692.25,8752.25,8752.25,284519
2020-01-02,8776.75,8901.5,8769.5,8891.75,8891.75,416637
2020-01-03,8895.5,8907.25,8735.25,8810.0,8810.0,599887
2020-01-06,8772.25,8873.0,8723.0,8847.5,8847.5,469514
2020-01-07,8853.25,8894.75,8825.75,8853.0,8853.0,510004
2020-01-08,8841.5,8972.25,8678.0,8944.5,8944.5,723085
2020-01-09,8948.75,9022.25,8932.5,9009.0,9009.0,457262
2020-01-10,9010.0,9055.5,8966.25,8978.25,8978.25,472166
2020-01-13,8979.0,9095.5,8979.0,9088.25,9088.25,380440
2020-01-14,9087.75,9114.75,9035.0,9062.5,9062.5,553343
2020-01-15,9062.0,9096.0,9023.0,9060.0,9060.0,497100
2020-01-16,9061.75,9140.25,9061.5,9133.5,9133.5,397881
2020-01-17,9137.0,9189.25,9130.0,9174.5,9174.5,438669
2020-01-21,9174.0,9199.75,9114.75,9169.75,9169.75,532160
2020-01-22,9179.5,9254.0,9174.25,9195.75,9195.75,519015
2020-01-23,9190.0,9253.5,9151.75,9248.25,9248.25,616950
2020-01-24,9252.0,9287.25,9109.5,9144.5,9144.5,758796
2020-01-27,9077.0,9077.0,8925.5,8954.5,8954.5,792705
2020-01-28,8952.5,9136.25,8952.5,9105.25,9105.25,632550
2020-01-29,9119.5,9158.75,9072.25,9098.5,9098.5,578408
2020-01-30,9111.25,9240.0,9003.5,9216.25,9216.25,846585
2020-01-31,9226.5,9248.75,8966.0,8997.75,8997.75,898384
2020-02-03,8982.75,9155.75,8975.0,9114.25,9114.25,680726
2020-02-04,9099.0,9369.25,9073.0,9355.0,9355.0,563913
2020-02-05,9357.0,9462.75,9317.75,9381.5,9381.5,729548
2020-02-06,9390.0,9464.0,9362.5,9455.5,9455.5,545054
2020-02-07,9467.0,9471.0,9385.0,9409.5,9409.5,592695
2020-02-10,9401.5,9531.5,9330.75,9527.5,9527.5,500147
2020-02-11,9525.0,9609.5,9501.25,9527.25,9527.25,589570
2020-02-12,9536.25,9628.25,9523.75,9625.75,9625.75,454472
2020-02-13,9621.5,9644.75,9511.25,9613.0,9613.0,613580
2020-02-14,9626.25,9659.25,9588.0,9632.25,9632.25,489387
2020-02-18,9635.0,9687.5,9534.25,9636.0,9636.0,668505
2020-02-19,9643.25,9748.75,9641.25,9733.5,9733.5,419130
2020-02-20,9744.75,9763.0,9517.0,9624.25,9624.25,802424
2020-02-21,9617.25,9623.75,9411.5,9458.0,9458.0,911839
2020-02-24,9355.25,9365.0,9041.25,9091.0,9091.0,1171879
2020-02-25,9091.0,9224.25,8810.0,8854.25,8854.25,1344897
2020-02-26,8868.25,9037.5,8709.5,8850.25,8850.25,1251412
2020-02-27,8811.5,8878.5,8334.25,8382.75,8382.75,1580041
2020-02-28,8347.0,8574.75,8126.25,8454.0,8454.0,1527204
2020-03-02,8349.25,8883.25,8224.25,8791.25,8791.25,1373357
2020-03-03,8830.5,9002.5,8511.0,8582.5,8582.5,1295648
2020-03-04,8557.5,8950.0,8508.25,8896.5,8896.5,939032
2020-03-05,8889.0,8899.75,8610.75,8648.75,8648.75,954104
2020-03-06,8677.0,8726.5,8310.5,8503.25,8503.25,1097279
2020-03-09,8369.0,8375.0,7820.0,7951.5,7951.5,560913
2020-03-10,7893.75,8378.75,7814.25,8331.5,8331.5,982070
2020-03-11,8317.0,8334.25,7892.75,8003.5,8003.5,990236
2020-03-12,7998.75,8108.0,7128.5,7215.25,7215.25,876291
2020-03-13,7100.0,7978.0,6942.5,7915.75,7915.75,584274
2020-03-16,7903.0,7905.25,6927.0,7057.5,7057.5,307368
2020-03-17,7053.0,7552.25,6948.75,7405.25,7405.25,317501
2020-03-18,7386.0,7392.25,6830.0,7225.25,7225.25,156283
2020-03-19,7251.75,7521.5,6894.25,7293.5,7293.5,115519
2020-03-20,7195.0,7649.0,7153.5,7417.97998046875,7417.97998046875,562616
2020-03-23,6798.0,7316.25,6628.75,6984.5,6984.5,633237
2020-03-24,7005.75,7572.25,7005.75,7554.75,7554.75,556553
2020-03-25,7544.75,7761.0,7371.5,7467.75,7467.75,656698
2020-03-26,7483.5,7893.5,7310.25,7844.0,7844.0,567711
2020-03-27,7882.75,7893.25,7551.25,7568.5,7568.5,443315
2020-03-30,7395.75,7884.0,7365.0,7854.75,7854.75,419576
2020-03-31,7856.75,7995.0,7747.5,7786.25,7786.25,424386
2020-04-01,7772.5,7773.5,7404.25,7438.75,7438.75,411364
2020-04-02,7473.5,7656.25,7376.0,7627.25,7627.25,436829
2020-04-03,7623.0,7660.25,7423.5,7522.75,7522.75,351874
2020-04-06,7535.75,8099.0,7535.5,8029.75,8029.75,396874
2020-04-07,8034.25,8303.25,7948.0,8012.0,8012.0,531043
2020-04-08,8015.0,8242.0,7953.25,8189.75,8189.75,424380
2020-04-09,8195.25,8326.25,8101.75,8227.5,8227.5,522648
2020-04-13,8296.0,8338.75,8073.25,8327.25,8327.25,385072
2020-04-14,8337.0,8710.0,8319.0,8692.5,8692.5,431916
2020-04-15,8706.25,8707.5,8486.5,8594.0,8594.0,407752
2020-04-16,8576.0,8842.5,8500.5,8734.25,8734.25,539163
2020-04-17,8909.75,8966.75,8689.5,8809.0,8809.0,509555
2020-04-20,8799.5,8846.0,8687.0,8692.0,8692.0,427981
2020-04-21,8695.0,8763.0,8342.0,8431.75,8431.75,582449
2020-04-22,8447.0,8700.0,8400.0,8638.0,8638.0,373067
2020-04-23,8636.25,8786.5,8580.5,8598.75,8598.75,435112
2020-04-24,8588.25,8780.25,8498.25,8769.0,8769.0,380231
2020-04-27,8766.0,8898.0,8730.0,8824.25,8824.25,355545
2020-04-28,8819.0,8945.75,8654.5,8719.75,8719.75,440939
2020-04-29,8759.25,9118.75,8733.75,9036.5,9036.5,432414
2020-04-30,9109.5,9144.75,8856.5,8988.5,8988.5,462961
2020-05-01,8847.0,8879.0,8672.0,8718.0,8718.0,414560
2020-05-04,8624.0,8828.0,8556.25,8795.5,8795.5,381914
2020-05-05,8806.25,9020.0,8798.5,8924.25,8924.25,367233
2020-05-06,8928.5,9056.5,8877.75,8952.0,8952.0,414045
2020-05-07,8947.5,9126.0,8930.25,9107.75,9107.75,383884
2020-05-08,9115.0,9238.0,9103.25,9218.25,9218.25,362315
2020-05-11,9194.75,9339.0,9118.5,9279.0,9279.0,398142
2020-05-12,9282.0,9345.5,9040.5,9078.25,9078.25,500539
2020-05-13,9045.75,9202.75,8878.25,8992.25,8992.25,703290
2020-05-14,9012.75,9104.0,8847.0,9079.5,9079.5,639071
2020-05-15,9085.5,9148.5,8925.5,9096.5,9096.5,537250
2020-05-18,9135.0,9361.5,9110.25,9325.5,9325.5,398562
2020-05-19,9316.25,9417.25,9283.75,9300.75,9300.75,392499
2020-05-20,9289.75,9498.0,9273.0,9485.5,9485.5,369922
2020-05-21,9494.75,9510.75,9352.0,9355.75,9355.75,429220
2020-05-22,9360.5,9422.5,9241.5,9406.25,9406.25,365377
2020-05-26,9396.25,9604.0,9373.0,9406.5,9406.5,486546
2020-05-27,9409.0,9508.0,9172.5,9432.5,9432.5,560524
2020-05-28,9436.5,9565.5,9320.5,9460.25,9460.25,510617
2020-05-29,9453.5,9590.5,9372.0,9560.25,9560.25,529700
2020-06-01,9513.0,9605.75,9450.25,9595.0,9595.0,345593
2020-06-02,9590.0,9670.0,9504.75,9647.75,9647.75,389908
2020-06-03,9657.5,9728.25,9635.5,9684.75,9684.75,376694
2020-06-04,9685.5,9742.5,9572.25,9626.25,9626.25,462358
2020-06-05,9643.5,9846.25,9601.75,9808.5,9808.5,513656
2020-06-08,9819.0,9901.0,9747.0,9884.75,9884.75,391647
2020-06-09,9887.25,10005.25,9811.5,9951.0,9951.0,437442
2020-06-10,9960.0,10155.5,9958.5,10087.25,10087.25,557713
2020-06-11,10086.25,10107.0,9584.5,9616.75,9616.75,828944
2020-06-12,9616.0,9849.25,9494.75,9645.0,9645.0,508840
2020-06-15,9536.75,9815.5,9381.75,9800.5,9800.5,319211
2020-06-16,9812.5,10013.75,9797.75,9972.5,9972.5,216305
2020-06-17,9961.75,10059.0,9927.0,9994.5,9994.5,100473
2020-06-18,9995.25,10040.75,9879.5,9995.75,9995.75,67457
2020-06-19,9997.25,10123.25,9997.25,10120.83984375,10120.83984375,518436
2020-06-22,9868.0,10134.5,9843.5,10124.75,10124.75,354768
2020-06-23,10121.5,10296.25,9972.25,10196.0,10196.0,406477
2020-06-24,10183.0,10242.0,9927.25,10010.75,10010.75,661645
2020-06-25,10005.25,10107.0,9885.5,10088.25,10088.25,514249
2020-06-26,10087.0,10120.5,9824.25,9865.5,9865.5,576150
2020-06-29,9785.5,9997.0,9728.75,9973.75,9973.75,479544
2020-06-30,9983.0,10171.5,9940.25,10147.25,10147.25,422348
2020-07-01,10141.0,10310.0,10076.0,10268.75,10268.75,402791
2020-07-02,10258.5,10422.25,10246.5,10355.75,10355.75,404764
2020-07-06,10352.0,10614.5,10308.75,10598.5,10598.5,486369
2020-07-07,10600.0,10694.5,10505.75,10532.25,10532.25,465212
2020-07-08,10526.0,10673.0,10505.25,10662.25,10662.25,481023
2020-07-09,10674.25,10774.25,10560.0,10727.5,10727.5,607385
2020-07-10,10727.0,10847.5,10625.5,10837.25,10837.25,527570
2020-07-13,10848.25,11058.5,10561.5,10600.0,10600.0,736178
2020-07-14,10602.0,10693.0,10358.75,10646.25,10646.25,915009
2020-07-15,10706.0,10766.5,10551.25,10683.25,10683.25,719947
2020-07-16,10693.0,10698.25,10475.5,10511.75,10511.75,628898
2020-07-17,10532.25,10669.75,10523.75,10622.5,10622.5,443143
2020-07-20,10621.25,10964.5,10546.25,10951.0,10951.0,496402
2020-07-21,10952.25,11058.0,10784.75,10851.0,10851.0,587994
2020-07-22,10850.75,10916.25,10761.25,10804.25,10804.25,483851
2020-07-23,10850.0,10938.5,10514.5,10548.25,10548.25,644189
2020-07-24,10565.5,10597.0,10301.0,10459.0,10459.0,652482
2020-07-27,10490.0,10684.0,10401.0,10675.25,10675.25,444802
2020-07-28,10682.5,10758.5,10514.0,10540.0,10540.0,445252
2020-07-29,10558.0,10699.75,10512.25,10674.25,10674.25,368010
2020-07-30,10700.0,10897.25,10502.75,10794.0,10794.0,521157
2020-07-31,10906.5,10939.0,10691.0,10890.5,10890.5,631553
2020-08-03,10933.25,11073.0,10876.25,11044.25,11044.25,389622
2020-08-04,11054.0,11094.75,10983.0,11086.0,11086.0,395698
2020-08-05,11080.5,11144.0,11055.75,11091.75,11091.75,348822
2020-08-06,11094.0,11271.75,11051.25,11261.25,11261.25,420437
2020-08-07,11260.5,11283.25,11035.25,11122.75,11122.75,532554
2020-08-10,11140.25,11156.5,10928.25,11072.0,11072.0,485730
2020-08-11,11072.25,11157.75,10845.5,10878.5,10878.5,561748
2020-08-12,10928.5,11185.75,10878.5,11126.0,11126.0,434240
2020-08-13,11115.5,11266.0,11094.25,11175.25,11175.25,413661
2020-08-14,11180.5,11237.75,11096.0,11133.75,11133.75,398616
2020-08-17,11145.0,11300.5,11142.25,11286.75,11286.75,246403
2020-08-18,11285.5,11415.25,11268.0,11409.25,11409.25,326816
2020-08-19,11414.25,11438.0,11299.0,11332.0,11332.0,410893
2020-08-20,11327.0,11496.5,11221.5,11477.25,11477.25,401137
2020-08-21,11480.0,11573.5,11407.0,11562.0,11562.0,414226
2020-08-24,11581.0,11722.5,11528.25,11636.25,11636.25,617004
2020-08-25,11636.0,11742.25,11574.75,11726.25,11726.25,495891
2020-08-26,11739.5,12001.5,11726.75,11991.25,11991.25,578801
2020-08-27,11984.5,12046.0,11834.75,11952.75,11952.75,709346
2020-08-28,11953.25,12018.25,11920.5,11991.75,11991.75,489066
2020-08-31,12002.75,12165.0,11988.25,12114.0,12114.0,480979
2020-09-01,12109.75,12328.75,12093.0,12312.5,12312.5,518997
2020-09-02,12325.5,12465.25,12172.25,12411.5,12411.5,725395
2020-09-03,12408.5,12438.75,11658.5,11800.5,11800.5,931583
2020-09-04,11745.0,11843.0,11142.0,11548.75,11548.75,1202274
2020-09-08,11531.0,11585.0,11040.5,11060.5,11060.5,1012392
2020-09-09,11006.0,11478.75,10935.25,11392.75,11392.75,720954
2020-09-10,11377.75,11566.75,11088.0,11178.25,11178.25,885270
2020-09-11,11187.0,11356.25,10937.5,11061.5,11061.5,495802
2020-09-14,11104.0,11362.75,11104.0,11280.5,11280.5,322360
2020-09-15,11278.5,11495.5,11247.75,11464.25,11464.25,224404
2020-09-16,11467.5,11550.0,11237.5,11268.75,11268.75,167828
2020-09-17,11269.5,11302.5,10918.75,11090.0,11090.0,157390
2020-09-18,11082.0,11179.25,11037.25,11144.8095703125,11144.8095703125,800279
2020-09-21,10920.0,11009.75,10656.5,10989.0,10989.0,727984
2020-09-22,10966.25,11191.0,10897.5,11149.5,11149.5,573572
2020-09-23,11160.5,11222.0,10786.0,10829.0,10829.0,656111
2020-09-24,10803.5,11011.75,10660.25,10891.75,10891.75,791934
2020-09-25,10914.25,11166.25,10813.75,11136.5,11136.5,600725
2020-09-28,11145.0,11404.0,11140.25,11394.75,11394.75,568217
2020-09-29,11388.0,11448.75,11289.5,11337.75,11337.75,444170
2020-09-30,11321.0,11526.0,11167.0,11407.25,11407.25,647968
2020-10-01,11375.0,11599.25,11375.0,11574.75,11574.75,580589
2020-10-02,11566.75,11604.75,11204.5,11233.25,11233.25,806629
2020-10-05,11308.5,11497.5,11267.5,11469.25,11469.25,398444
2020-10-06,11473.0,11524.5,11197.5,11273.75,11273.75,612278
2020-10-07,11220.5,11506.5,11208.0,11470.0,11470.0,443046
2020-10-08,11473.25,11578.75,11469.75,11539.0,11539.0,403379
2020-10-09,11562.0,11739.0,11552.5,11724.75,11724.75,408445
2020-10-12,11722.75,12197.0,11687.75,12098.25,12098.25,756438
2020-10-13,12100.0,12249.0,12019.0,12094.0,12094.0,754735
2020-10-14,12079.75,12178.0,11901.75,11974.25,11974.25,597198
2020-10-15,11950.0,11983.25,11736.5,11874.0,11874.0,595926
2020-10-16,11891.0,12022.0,11792.0,11798.0,11798.0,527026
2020-10-19,11816.75,11950.5,11591.25,11650.25,11650.25,623203
2020-10-20,11697.5,11792.0,11598.5,11660.75,11660.75,622702
2020-10-21,11675.25,11779.25,11585.0,11691.25,11691.25,599851
2020-10-22,11683.5,11724.0,11511.0,11649.75,11649.75,583669
2020-10-23,11669.25,11691.75,11551.0,11663.5,11663.5,501243
2020-10-26,11634.0,11695.5,11343.25,11492.25,11492.25,674142
2020-10-27,11499.5,11623.0,11478.25,11588.0,11588.0,551642
2020-10-28,11558.5,11566.75,11123.75,11132.75,11132.75,749420
2020-10-29,11180.5,11457.75,11145.0,11342.75,11342.75,606325
2020-10-30,11213.25,11281.25,10944.5,11046.25,11046.25,801978
2020-11-02,11034.5,11212.0,10942.25,11063.25,11063.25,602651
2020-11-03,11074.75,11347.0,11064.5,11265.75,11265.75,509496
2020-11-04,11264.0,11843.75,11230.25,11763.0,11763.0,842617
2020-11-05,11830.0,12119.5,11771.25,12076.5,12076.5,578443
2020-11-06,12088.5,12109.0,11868.25,12075.0,12075.0,552483
2020-11-09,12139.25,12408.75,11812.25,11820.5,11820.5,731881
2020-11-10,11863.5,11901.5,11503.25,11618.25,11618.25,834533
2020-11-11,11632.25,11917.75,11575.25,11886.0,11886.0,546218
2020-11-12,11898.5,11975.75,11775.75,11820.0,11820.0,554930
2020-11-13,11857.0,11952.75,11801.75,11933.5,11933.5,445512
2020-11-16,11957.25,12065.0,11851.75,12005.0,12005.0,471101
2020-11-17,12061.25,12096.25,11953.75,11975.0,11975.0,401505
2020-11-18,11972.0,12027.5,11861.5,11897.0,11897.0,475826
2020-11-19,11876.0,12000.0,11804.5,11987.25,11987.25,421691
2020-11-20,11960.0,12021.0,11873.5,11905.75,11905.75,358180
2020-11-23,11894.0,12001.75,11808.25,11905.25,11905.25,425777
2020-11-24,11909.75,12104.5,11872.75,12076.0,12076.0,401635
2020-11-25,12098.5,12177.75,12077.5,12152.25,12152.25,386232
2020-11-27,12168.25,12307.5,12127.0,12257.5,12257.5,296828
2020-11-30,12286.5,12337.25,12086.0,12277.0,12277.0,493064
2020-12-01,12336.0,12512.25,12312.0,12452.25,12452.25,464023
2020-12-02,12456.25,12473.5,12312.5,12454.25,12454.25,400405
2020-12-03,12472.0,12540.25,12444.0,12462.25,12462.25,376884
2020-12-04,12487.0,12535.75,12448.5,12526.0,12526.0,321796
2020-12-07,12525.0,12612.25,12474.75,12596.0,12596.0,323774
2020-12-08,12574.0,12652.5,12502.0,12637.5,12637.5,365422
2020-12-09,12657.25,12675.0,12306.75,12367.0,12367.0,635769
2020-12-10,12342.75,12449.0,12218.25,12402.0,12402.0,529843
2020-12-11,12391.0,12414.25,12234.25,12368.0,12368.0,361860
2020-12-14,12405.5,12545.0,12386.5,12456.5,12456.5,296143
2020-12-15,12460.5,12604.75,12417.0,12591.75,12591.75,223263
2020-12-16,12599.5,12699.75,12567.75,12665.25,12665.25,153920
2020-12-17,12677.0,12766.25,12667.5,12751.0,12751.0,84472
2020-12-18,12744.25,12823.0,12708.0,12800.0595703125,12800.0595703125,460979
2020-12-21,12760.0,12782.5,12461.0,12683.5,12683.5,606583
2020-12-22,12698.25,12760.0,12593.5,12710.0,12710.0,457270
2020-12-23,12704.75,12738.75,12623.5,12651.25,12651.25,358011
2020-12-24,12660.75,12724.0,12631.5,12704.5,12704.5,173464
2020-12-28,12676.25,12855.5,12655.25,12832.75,12832.75,346691
2020-12-29,12845.25,12918.25,12808.25,12841.0,12841.0,393995
2020-12-30,12860.75,12909.75,12820.5,12841.5,12841.5,334304
2020-12-31,12840.0,12896.0,12796.5,12885.5,12885.5,280573
2021-01-04,12889.0,12959.75,12522.5,12685.5,12685.5,650472
2021-01-05,12682.75,12809.0,12612.0,12793.5,12793.5,483173
2021-01-06,12800.25,12844.25,12491.25,12616.75,12616.75,755618
2021-01-07,12658.5,12959.0,12646.5,12928.0,12928.0,435939
2021-01-08,12927.0,13125.0,12919.0,13097.25,13097.25,508107
2021-01-11,13093.25,13105.25,12871.75,12897.0,12897.0,454751
2021-01-12,12910.75,12959.0,12767.25,12890.25,12890.25,461733
2021-01-13,12882.5,13003.0,12820.75,12972.25,12972.25,416295
2021-01-14,12975.5,13028.75,12881.0,12901.0,12901.0,417583
2021-01-15,12909.0,12931.25,12743.5,12802.25,12802.25,539769
2021-01-19,12774.25,13032.75,12727.0,12985.5,12985.5,481603
2021-01-20,13030.0,13327.0,13017.0,13294.25,13294.25,438765
2021-01-21,13288.5,13423.5,13283.25,13395.5,13395.5,421922
2021-01-22,13394.0,13402.25,13300.25,13361.5,13361.5,407706
2021-01-25,13370.0,13554.5,13189.0,13475.5,13475.5,663844
