,date,vader_prediction,sentiment,close_price,delta_close_price
0,2021-01-02,0.18332,positive,0.010714,-7.3999999999999995
1,2021-01-03,-0.0362,neutral,0.009979,-7.3999999999999995
2,2021-01-04,0.01100000000000001,neutral,0.009798,-1.7999999999999998
3,2021-01-05,0.1836625,positive,0.010004,2.1
4,2021-01-06,0.2001375,positive,0.010501,4.7
5,2021-01-07,0.020555555555555556,neutral,0.009788,-7.3
6,2021-01-08,0.050066666666666655,positive,0.009787,-0.0
7,2021-01-09,0.5106,positive,0.010232,4.3
8,2021-01-10,0.130125,positive,0.009826,-4.1000000000000005
9,2021-01-11,0.021824999999999997,neutral,0.008805,-11.600000000000001
10,2021-01-12,0.06274444444444444,positive,0.008063,-9.2
11,2021-01-13,0.059533333333333334,positive,0.008742,7.8
12,2021-01-14,0.11177000000000001,positive,0.00942,7.199999999999999
13,2021-01-15,0.1839375,positive,0.009379,-0.4
14,2021-01-16,0.0,neutral,0.009273,-1.0999999999999999
15,2021-01-17,0.286875,positive,0.009133,-1.5
16,2021-01-18,0.2029125,positive,0.009173,0.4
17,2021-01-19,0.12044000000000002,positive,0.009068,-1.2
18,2021-01-20,0.1885222222222222,positive,0.00905,-0.2
19,2021-01-21,-0.045533333333333335,neutral,0.008142,-11.200000000000001
20,2021-01-22,-0.09938,negative,0.008541,4.7
21,2021-01-23,-0.056025000000000005,negative,0.008607,0.8
22,2021-01-24,0.3399,positive,0.008718,1.3
23,2021-01-25,0.011774999999999994,neutral,0.008365,-4.2
24,2021-01-26,0.028580000000000005,neutral,0.008222,-1.7000000000000002
25,2021-01-27,-0.11837142857142857,negative,0.007442,-10.5
26,2021-01-28,0.04465555555555555,neutral,0.038939,80.9
27,2021-01-29,-0.011589999999999998,neutral,0.045827,15.0
28,2021-01-30,-0.1902,negative,0.028169,-62.7
29,2021-01-31,-0.10424285714285715,negative,0.036105,22.0
30,2021-02-01,0.16454,positive,0.034823,-3.6999999999999997
31,2021-02-02,-0.05045999999999999,negative,0.031314,-11.200000000000001
32,2021-02-03,0.04778,neutral,0.037233,15.9
33,2021-02-04,-0.03242222222222223,neutral,0.05339,30.3
34,2021-02-05,0.1363777777777778,positive,0.047038,-13.5
35,2021-02-06,0.0,neutral,0.057451,18.099999999999998
36,2021-02-07,-0.0031200000000000117,neutral,0.077372,25.7
37,2021-02-08,0.16772,positive,0.078866,1.9
38,2021-02-09,-0.013340000000000001,neutral,0.070328,-12.1
39,2021-02-10,-0.00694,neutral,0.072757,3.3000000000000003
40,2021-02-11,0.050977777777777775,positive,0.07008,-3.8
41,2021-02-12,0.01102857142857143,neutral,0.069762,-0.5
42,2021-02-13,0.08568888888888888,positive,0.06643,-5.0
43,2021-02-14,0.03771666666666667,neutral,0.062331,-6.6000000000000005
44,2021-02-15,0.1551142857142857,positive,0.056512,-10.299999999999999
45,2021-02-16,0.0033300000000000053,neutral,0.053506,-5.6000000000000005
46,2021-02-17,0.11435999999999999,positive,0.049347,-8.4
47,2021-02-18,-0.08513749999999999,negative,0.059107,16.5
48,2021-02-19,0.18255555555555555,positive,0.055193,-7.1
49,2021-02-20,0.215475,positive,0.054536,-1.2
50,2021-02-21,-0.19977142857142857,negative,0.056208,3.0
51,2021-02-22,-0.011411111111111111,neutral,0.053632,-4.8
52,2021-02-23,0.17094444444444445,positive,0.047699,-12.4
53,2021-02-24,0.016880000000000006,neutral,0.056905,16.2
54,2021-02-25,0.22415,positive,0.050231,-13.3
55,2021-02-26,0.029929999999999995,neutral,0.050507,0.5
56,2021-02-27,-0.0836875,negative,0.050162,-0.7000000000000001
57,2021-02-28,-0.11128333333333333,negative,0.048475,-3.5000000000000004
58,2021-03-01,0.0682125,positive,0.050777,4.5
59,2021-03-02,0.050775,positive,0.050308,-0.8999999999999999
60,2021-03-03,-0.0817,negative,0.05062,0.6
61,2021-03-04,0.07417777777777777,positive,0.049912,-1.4000000000000001
62,2021-03-05,0.17028,positive,0.049794,-0.2
63,2021-03-06,-0.06406666666666666,negative,0.050886,2.1
64,2021-03-07,-0.1366,negative,0.051842,1.7999999999999998
65,2021-03-08,0.03818,neutral,0.063319,18.099999999999998
66,2021-03-09,0.1305875,positive,0.057914,-9.3
67,2021-03-10,0.16826000000000002,positive,0.055901,-3.5999999999999996
68,2021-03-11,-0.004677777777777775,neutral,0.055759,-0.3
69,2021-03-12,-0.05664285714285715,negative,0.055644,-0.2
70,2021-03-13,-0.13616,negative,0.061761,9.9
71,2021-03-14,0.0512875,positive,0.058721,-5.2
72,2021-03-15,0.07277777777777777,positive,0.057077,-2.9000000000000004
73,2021-03-16,-0.022600000000000002,neutral,0.058563,2.5
74,2021-03-17,0.19567,positive,0.057969,-1.0
75,2021-03-18,0.12775555555555554,positive,0.057367,-1.0
76,2021-03-19,-0.018075000000000008,neutral,0.058354,1.7000000000000002
77,2021-03-20,-0.054799999999999995,negative,0.05897,1.0
78,2021-03-21,-0.3229666666666667,negative,0.057634,-2.3
79,2021-03-22,0.14538,positive,0.055251,-4.3
80,2021-03-23,0.17501,positive,0.053719,-2.9000000000000004
81,2021-03-24,0.03494,neutral,0.051558,-4.2
82,2021-03-25,0.082875,positive,0.051302,-0.5
83,2021-03-26,0.20963749999999998,positive,0.054069,5.1
84,2021-03-27,0.228825,positive,0.054512,0.8
85,2021-03-28,0.2202,positive,0.05375,-1.4000000000000001
86,2021-03-29,0.10186999999999999,positive,0.054087,0.6
87,2021-03-30,0.093075,positive,0.054033,-0.1
88,2021-03-31,-0.031662499999999996,neutral,0.053556,-0.8999999999999999
89,2021-04-01,0.022789999999999998,neutral,0.062254,14.000000000000002
90,2021-04-02,0.2941333333333333,positive,0.057745,-7.8
91,2021-04-03,0.29295,positive,0.055707,-3.6999999999999997
92,2021-04-04,0.0,neutral,0.057385,2.9000000000000004
93,2021-04-05,0.098375,positive,0.059825,4.1000000000000005
94,2021-04-06,-0.012783333333333341,neutral,0.064343,7.000000000000001
95,2021-04-07,0.09003,positive,0.058966,-9.1
96,2021-04-08,0.18836250000000002,positive,0.06183,4.6
97,2021-04-09,0.21894999999999998,positive,0.061718,-0.2
98,2021-04-11,-0.08683999999999999,negative,0.074975,15.0
99,2021-04-12,0.010099999999999986,neutral,0.071098,-5.5
100,2021-04-13,0.1689285714285714,positive,0.094073,24.4
101,2021-04-14,-0.10424444444444443,negative,0.121806,22.8
102,2021-04-15,0.20807777777777775,positive,0.182228,33.2
103,2021-04-16,-0.01751999999999999,neutral,0.367862,50.5
104,2021-04-17,0.07527142857142857,positive,0.285787,-28.7
105,2021-04-18,0.030988888888888885,neutral,0.322738,11.4
106,2021-04-19,-0.005160000000000009,neutral,0.412332,21.7
107,2021-04-20,0.04029090909090909,neutral,0.31506,-30.9
108,2021-04-21,0.041170000000000005,neutral,0.306514,-2.8000000000000003
109,2021-04-22,0.10445,positive,0.26237,-16.8
110,2021-04-23,-0.015809999999999998,neutral,0.250093,-4.9
111,2021-04-24,-0.09385714285714285,negative,0.270863,7.7
112,2021-04-25,0.210575,positive,0.251963,-7.5
113,2021-04-26,0.10951111111111111,positive,0.271957,7.3999999999999995
114,2021-04-27,0.06417777777777778,positive,0.273049,0.4
115,2021-04-28,0.05439000000000001,positive,0.323989,15.7
116,2021-04-29,0.06932,positive,0.305621,-6.0
117,2021-04-30,0.06746666666666667,positive,0.340548,10.299999999999999
118,2021-05-01,-0.05741428571428571,negative,0.392905,13.3
119,2021-05-02,0.20095,positive,0.37564,-4.6
120,2021-05-03,0.08808,positive,0.440623,14.7
121,2021-05-04,0.08302000000000001,positive,0.53839,18.2
122,2021-05-05,0.015099999999999997,neutral,0.648914,17.0
123,2021-05-06,0.08764999999999999,positive,0.584986,-10.9
124,2021-05-07,0.01166,neutral,0.69283,15.6
125,2021-05-08,0.10926,positive,0.639369,-8.4
126,2021-05-09,0.0892,positive,0.572126,-11.799999999999999
127,2021-05-10,0.17087,positive,0.451199,-26.8
128,2021-05-11,0.03841999999999999,neutral,0.494797,8.799999999999999
129,2021-05-12,0.028690000000000004,neutral,0.391499,-26.400000000000002
130,2021-05-13,0.18988,positive,0.489924,20.1
131,2021-05-14,0.13635,positive,0.558445,12.3
132,2021-05-15,0.10212000000000002,positive,0.509789,-9.5
133,2021-05-16,0.101975,positive,0.514244,0.8999999999999999
134,2021-05-17,-0.166325,negative,0.487504,-5.5
135,2021-05-18,0.1247888888888889,positive,0.476615,-2.3
136,2021-05-19,-0.02261,neutral,0.331105,-43.9
137,2021-05-20,-0.08735,negative,0.399168,17.1
138,2021-05-21,-0.03366666666666666,neutral,0.359113,-11.200000000000001
139,2021-05-22,0.1840125,positive,0.34246,-4.9
140,2021-05-23,0.14049999999999999,positive,0.306917,-11.600000000000001
141,2021-05-24,0.1607111111111111,positive,0.366264,16.2
142,2021-05-25,0.14462,positive,0.346708,-5.6000000000000005
143,2021-05-26,0.03931428571428571,neutral,0.352559,1.7000000000000002
144,2021-05-27,0.1061125,positive,0.33461,-5.4
145,2021-05-28,0.054542857142857136,positive,0.31186,-7.3
146,2021-05-29,0.1468,positive,0.303312,-2.8000000000000003
147,2021-05-30,0.13144,positive,0.302274,-0.3
148,2021-05-31,-0.05727499999999999,negative,0.32692,7.5
149,2021-06-01,-0.00484,neutral,0.370131,11.700000000000001
150,2021-06-02,0.101925,positive,0.423619,12.6
151,2021-06-03,0.1271857142857143,positive,0.399471,-6.0
152,2021-06-04,-0.02732,neutral,0.376414,-6.1
153,2021-06-05,0.10715,positive,0.371644,-1.3
154,2021-06-06,0.10423,positive,0.371311,-0.1
155,2021-06-07,-0.005209999999999992,neutral,0.331746,-11.899999999999999
156,2021-06-08,0.2587285714285714,positive,0.326312,-1.7000000000000002
157,2021-06-09,-0.037,neutral,0.343533,5.0
158,2021-06-10,0.18764999999999998,positive,0.326307,-5.3
159,2021-06-11,0.005374999999999984,neutral,0.318962,-2.3
160,2021-06-12,0.19253333333333333,positive,0.312252,-2.1
161,2021-06-13,0.0,neutral,0.323968,3.5999999999999996
162,2021-06-14,0.04013333333333333,neutral,0.32737,1.0
163,2021-06-15,0.02732,neutral,0.320025,-2.3
164,2021-06-16,0.05179,positive,0.308736,-3.6999999999999997
165,2021-06-17,0.0020499999999999963,neutral,0.306402,-0.8
166,2021-06-18,-0.019509999999999993,neutral,0.293733,-4.3
167,2021-06-19,-0.1312,negative,0.286643,-2.5
168,2021-06-20,-0.003869999999999997,neutral,0.280281,-2.3
169,2021-06-21,0.032850000000000004,neutral,0.177995,-57.49999999999999
170,2021-06-22,-0.03621999999999999,neutral,0.190617,6.6000000000000005
171,2021-06-23,-0.020319999999999994,neutral,0.234956,18.9
172,2021-06-24,0.04969,neutral,0.264099,11.0
173,2021-06-25,0.033030000000000004,neutral,0.237525,-11.200000000000001
174,2021-06-26,-0.03511666666666666,neutral,0.245535,3.3000000000000003
175,2021-06-27,0.0,neutral,0.26409,7.000000000000001
176,2021-06-28,0.21566999999999997,positive,0.257004,-2.8000000000000003
177,2021-06-29,0.1837,positive,0.263463,2.5
178,2021-06-30,0.0265875,neutral,0.254237,-3.5999999999999996
179,2021-07-01,0.05233750000000001,positive,0.243529,-4.3999999999999995
180,2021-07-02,0.08239,positive,0.245191,0.7000000000000001
181,2021-07-03,0.11293750000000001,positive,0.246459,0.5
182,2021-07-04,0.28434,positive,0.246469,0.0
183,2021-07-05,-0.08081111111111111,negative,0.230902,-6.7
184,2021-07-06,0.029820000000000006,neutral,0.234201,1.4000000000000001
185,2021-07-07,-0.034837499999999993,neutral,0.224266,-4.3999999999999995
186,2021-07-08,-0.06351111111111112,negative,0.20683,-8.4
187,2021-07-09,0.1522,positive,0.219703,5.8999999999999995
188,2021-07-10,-0.14688333333333334,negative,0.213672,-2.8000000000000003
189,2021-07-11,0.0,neutral,0.215355,0.8
190,2021-07-12,0.13593333333333332,positive,0.207657,-3.6999999999999997
191,2021-07-13,0.032244444444444444,neutral,0.199859,-3.9
192,2021-07-14,-0.0032700000000000008,neutral,0.197627,-1.0999999999999999
193,2021-07-15,-0.014790000000000003,neutral,0.185165,-6.7
194,2021-07-16,-0.00635,neutral,0.171835,-7.8
195,2021-07-17,-0.051066666666666656,negative,0.187589,8.4
196,2021-07-18,0.18085,positive,0.181536,-3.3000000000000003
197,2021-07-19,-0.03391000000000001,neutral,0.17371,-4.5
198,2021-07-20,-0.03072222222222222,neutral,0.170541,-1.9
199,2021-07-21,0.029080000000000012,neutral,0.190441,10.4
200,2021-07-22,0.18555,positive,0.191083,0.3
201,2021-07-23,0.08237777777777779,positive,0.195121,2.1
202,2021-07-24,0.211225,positive,0.197186,1.0
203,2021-07-25,0.18869999999999998,positive,0.198053,0.4
204,2021-07-26,0.15245999999999998,positive,0.203745,2.8000000000000003
205,2021-07-27,-0.02652222222222221,neutral,0.205785,1.0
206,2021-07-28,0.0361,neutral,0.205811,0.0
207,2021-07-29,0.09596666666666666,positive,0.204911,-0.4
208,2021-07-30,0.1313,positive,0.208862,1.9
209,2021-07-31,0.07946,positive,0.207792,-0.5
210,2021-08-01,-0.06364,negative,0.203921,-1.9
211,2021-08-02,0.058411111111111115,positive,0.203123,-0.4
212,2021-08-03,0.09213333333333334,positive,0.19607,-3.5999999999999996
213,2021-08-04,0.09007000000000001,positive,0.201226,2.6
214,2021-08-05,-0.0683,negative,0.200814,-0.2
215,2021-08-06,0.22010000000000002,positive,0.204823,2.0
216,2021-08-07,0.192925,positive,0.262389,21.9
217,2021-08-08,0.20071111111111112,positive,0.240105,-9.3
218,2021-08-09,-0.05408888888888889,negative,0.256119,6.3
219,2021-08-10,-0.009399999999999995,neutral,0.257642,0.6
220,2021-08-11,0.06085,positive,0.265381,2.9000000000000004
221,2021-08-12,0.02682500000000001,neutral,0.263916,-0.6
222,2021-08-13,0.10350000000000001,positive,0.287268,8.1
223,2021-08-14,0.0,neutral,0.294368,2.4
224,2021-08-15,0.13445555555555555,positive,0.339875,13.4
225,2021-08-16,-0.07541111111111111,negative,0.319416,-6.4
226,2021-08-17,0.08585000000000001,positive,0.298996,-6.800000000000001
227,2021-08-18,0.018944444444444444,neutral,0.302868,1.3
228,2021-08-19,0.08483,positive,0.318065,4.8
229,2021-08-20,0.21091111111111113,positive,0.327063,2.8000000000000003
230,2021-08-21,-0.11841666666666667,negative,0.317131,-3.1
231,2021-08-22,0.08675999999999999,positive,0.314753,-0.8
232,2021-08-23,0.16246666666666665,positive,0.317887,1.0
233,2021-08-24,0.02718750000000001,neutral,0.289203,-9.9
234,2021-08-25,0.0,neutral,0.292422,1.0999999999999999
235,2021-08-26,0.03534,neutral,0.268142,-9.1
236,2021-08-27,-0.0895125,negative,0.294736,9.0
237,2021-08-28,-0.023755555555555554,neutral,0.286307,-2.9000000000000004
238,2021-08-29,0.11639999999999999,positive,0.280978,-1.9
239,2021-08-30,0.2981,positive,0.272247,-3.2
240,2021-08-31,0.07583999999999999,positive,0.278372,2.1999999999999997
241,2021-09-01,-0.027414285714285717,neutral,0.294246,5.4
242,2021-09-02,-0.01805555555555556,neutral,0.294814,0.2
243,2021-09-03,0.08286666666666667,positive,0.296542,0.6
244,2021-09-04,0.21697499999999997,positive,0.299575,1.0
245,2021-09-05,0.18043333333333333,positive,0.314389,4.7
246,2021-09-06,0.06826666666666668,positive,0.308992,-1.7000000000000002
247,2021-09-07,-0.0502375,negative,0.255618,-20.9
248,2021-09-08,0.03725555555555556,neutral,0.25654,0.4
249,2021-09-09,0.0428,neutral,0.252714,-1.5
250,2021-09-10,0.2460166666666667,positive,0.239684,-5.4
251,2021-09-11,-0.16998333333333335,negative,0.241202,0.6
252,2021-09-12,0.01245555555555556,neutral,0.250027,3.5000000000000004
253,2021-09-13,0.10001428571428571,positive,0.235911,-6.0
254,2021-09-14,-0.001440000000000005,neutral,0.240686,2.0
255,2021-09-15,0.22138,positive,0.247841,2.9000000000000004
256,2021-09-16,0.02984,neutral,0.241831,-2.5
257,2021-09-17,0.12024285714285712,positive,0.240318,-0.6
258,2021-09-18,0.100475,positive,0.241474,0.5
259,2021-09-19,0.29278,positive,0.233142,-3.5999999999999996
260,2021-09-20,-0.05167777777777779,negative,0.208724,-11.700000000000001
261,2021-09-21,0.030588888888888888,neutral,0.201109,-3.8
262,2021-09-22,0.0909857142857143,positive,0.224607,10.5
263,2021-09-23,0.03078888888888889,neutral,0.224674,0.0
264,2021-09-24,0.035699999999999996,neutral,0.209368,-7.3
265,2021-09-25,0.06960000000000001,positive,0.20844,-0.4
266,2021-09-26,-0.056533333333333345,negative,0.205076,-1.6
267,2021-09-27,0.15095555555555557,positive,0.199883,-2.6
268,2021-09-28,0.02263,neutral,0.196668,-1.6
269,2021-09-29,-0.028,neutral,0.198725,1.0
270,2021-09-30,0.0405875,neutral,0.204072,2.6
271,2021-10-01,0.19935714285714284,positive,0.222879,8.4
272,2021-10-02,0.33844,positive,0.218772,-1.9
273,2021-10-03,0.0,neutral,0.221688,1.3
274,2021-10-04,0.14472857142857146,positive,0.241359,8.200000000000001
275,2021-10-05,0.16762,positive,0.251678,4.1000000000000005
276,2021-10-06,0.26139999999999997,positive,0.254602,1.0999999999999999
277,2021-10-07,0.102675,positive,0.242844,-4.8
278,2021-10-08,-0.07755,negative,0.244257,0.6
279,2021-10-09,0.0,neutral,0.246731,1.0
280,2021-10-10,0.12040000000000001,positive,0.228687,-7.9
281,2021-10-11,0.05505,positive,0.231028,1.0
282,2021-10-12,0.19353333333333333,positive,0.225971,-2.1999999999999997
283,2021-10-13,0.10302,positive,0.232459,2.8000000000000003
284,2021-10-14,0.0072399999999999964,neutral,0.232533,0.0
285,2021-10-15,0.17131666666666667,positive,0.234294,0.8
286,2021-10-16,0.0,neutral,0.237293,1.3
287,2021-10-17,0.11315,positive,0.237615,0.1
288,2021-10-18,0.16766666666666666,positive,0.247001,3.8
289,2021-10-19,0.112425,positive,0.245241,-0.7000000000000001
290,2021-10-20,-0.1197125,negative,0.254545,3.6999999999999997
291,2021-10-21,0.053200000000000004,positive,0.242262,-5.1
292,2021-10-22,0.017159999999999998,neutral,0.244428,0.8999999999999999
293,2021-10-23,0.15415,positive,0.250914,2.6
294,2021-10-24,0.0,neutral,0.275234,8.799999999999999
295,2021-10-25,0.17216,positive,0.2648,-3.9
296,2021-10-26,0.08085,positive,0.256095,-3.4000000000000004
297,2021-10-27,-0.05469999999999999,negative,0.238037,-7.6
298,2021-10-28,0.07992000000000002,positive,0.299608,20.599999999999998
299,2021-10-29,0.04078000000000002,neutral,0.288035,-4.0
300,2021-10-30,-0.07152222222222221,negative,0.268817,-7.1
301,2021-10-31,0.011949999999999981,neutral,0.279805,3.9
302,2021-11-01,0.3766,positive,0.27183,-2.9000000000000004
303,2021-11-02,0.15305555555555556,positive,0.274537,1.0
304,2021-11-03,-0.03572222222222224,neutral,0.269391,-1.9
305,2021-11-04,0.1339,positive,0.263327,-2.3
306,2021-11-05,-0.042499999999999996,neutral,0.261229,-0.8
307,2021-11-06,0.09034,positive,0.261727,0.2
308,2021-11-07,0.17243999999999998,positive,0.26682,1.9
309,2021-11-08,0.05954444444444445,positive,0.281713,5.3
310,2021-11-09,0.023539999999999995,neutral,0.273674,-2.9000000000000004
311,2021-11-10,-0.03551,neutral,0.255951,-6.9
312,2021-11-11,0.10672500000000001,positive,0.261131,2.0
313,2021-11-12,0.07937499999999999,positive,0.25942,-0.7000000000000001
314,2021-11-13,-0.08003333333333333,negative,0.261256,0.7000000000000001
315,2021-11-14,0.0,neutral,0.262989,0.7000000000000001
316,2021-11-15,0.12576666666666667,positive,0.256691,-2.5
317,2021-11-16,0.05823333333333333,positive,0.237027,-8.3
318,2021-11-17,0.20777,positive,0.237861,0.4
319,2021-11-18,0.06185,positive,0.221888,-7.199999999999999
320,2021-11-19,-0.030139999999999993,neutral,0.2333,4.9
321,2021-11-20,0.07636,positive,0.233511,0.1
322,2021-11-21,0.3163,positive,0.226132,-3.3000000000000003
323,2021-11-22,-0.11538,negative,0.219882,-2.8000000000000003
324,2021-11-23,-0.010133333333333334,neutral,0.227022,3.1
325,2021-11-24,0.0288,neutral,0.217538,-4.3999999999999995
326,2021-11-25,0.06373333333333332,positive,0.221651,1.9
327,2021-11-26,-0.035339999999999996,neutral,0.202489,-9.5
328,2021-11-27,-0.10446,negative,0.205333,1.4000000000000001
329,2021-11-28,0.10606666666666666,positive,0.207794,1.2
330,2021-11-29,-0.020187500000000004,neutral,0.215297,3.5000000000000004
331,2021-11-30,0.047677777777777784,neutral,0.214814,-0.2
332,2021-12-01,0.10963333333333333,positive,0.209347,-2.6
333,2021-12-02,0.0046750000000000055,neutral,0.20994,0.3
334,2021-12-03,0.06554285714285714,positive,0.200059,-4.9
335,2021-12-04,-0.08956,negative,0.178969,-11.799999999999999
336,2021-12-05,0.1291625,positive,0.17175,-4.2
337,2021-12-06,0.023944444444444442,neutral,0.178143,3.5999999999999996
338,2021-12-07,-0.006599999999999998,neutral,0.176508,-0.8999999999999999
339,2021-12-08,0.06158000000000001,positive,0.179421,1.6
340,2021-12-09,0.13045555555555555,positive,0.169246,-6.0
341,2021-12-10,0.16225,positive,0.16482,-2.7
342,2021-12-11,0.07923333333333334,positive,0.169099,2.5
343,2021-12-12,-0.032,neutral,0.169732,0.4
344,2021-12-13,0.1043,positive,0.157246,-7.9
345,2021-12-14,0.056125,positive,0.190918,17.599999999999998
346,2021-12-15,-0.011199999999999998,neutral,0.180995,-5.5
347,2021-12-16,-0.06227999999999999,negative,0.173295,-4.3999999999999995
348,2021-12-17,0.0177,neutral,0.168635,-2.8000000000000003
349,2021-12-18,-0.23534999999999998,negative,0.17238,2.1999999999999997
350,2021-12-19,-0.04767500000000002,neutral,0.169535,-1.7000000000000002
351,2021-12-20,-0.11298888888888887,negative,0.16728,-1.3
352,2021-12-21,0.07922,positive,0.17093,2.1
353,2021-12-22,0.041769999999999995,neutral,0.173275,1.4000000000000001
354,2021-12-23,0.15916000000000002,positive,0.185105,6.4
355,2021-12-24,0.025266666666666663,neutral,0.18633,0.7000000000000001
356,2021-12-25,0.0,neutral,0.19103,2.5
357,2021-12-26,0.1468,positive,0.18988,-0.6
358,2021-12-27,0.024530000000000007,neutral,0.187955,-1.0
359,2021-12-28,-0.05875999999999999,negative,0.173825,-8.1
360,2021-12-29,0.014440000000000003,neutral,0.168055,-3.4000000000000004
361,2021-12-30,0.13113333333333332,positive,0.171075,1.7999999999999998
362,2021-12-31,0.02317777777777778,neutral,0.17026,-0.5
363,2022-01-01,0.0,neutral,0.17322,1.7000000000000002
364,2022-01-02,0.11901666666666667,positive,0.17432,0.6
365,2022-01-03,0.1421777777777778,positive,0.170355,-2.3
366,2022-01-04,0.013949999999999997,neutral,0.16838,-1.2
367,2022-01-05,0.04404,neutral,0.15896,-5.8999999999999995
368,2022-01-06,0.02482,neutral,0.159985,0.6
369,2022-01-07,0.069925,positive,0.15509,-3.2
370,2022-01-08,0.05103333333333334,positive,0.150965,-2.7
371,2022-01-09,-0.35015,negative,0.150595,-0.2
372,2022-01-10,0.1917125,positive,0.143075,-5.3
373,2022-01-11,0.1505888888888889,positive,0.153865,7.000000000000001
374,2022-01-12,0.025144444444444445,neutral,0.16286,5.5
375,2022-01-13,0.10554444444444444,positive,0.171605,5.1
376,2022-01-14,0.19821111111111112,positive,0.183175,6.3
377,2022-01-15,0.2359777777777778,positive,0.184595,0.8
378,2022-01-16,0.17912999999999998,positive,0.176715,-4.5
379,2022-01-17,0.09052222222222223,positive,0.170955,-3.4000000000000004
380,2022-01-18,0.17856666666666665,positive,0.16509,-3.5999999999999996
381,2022-01-19,0.10558000000000001,positive,0.163175,-1.2
382,2022-01-20,0.04018000000000001,neutral,0.15532,-5.1
383,2022-01-21,-0.03955999999999998,neutral,0.142005,-9.4
384,2022-01-22,0.2150875,positive,0.133265,-6.6000000000000005
385,2022-01-23,-0.291075,negative,0.141885,6.1
386,2022-01-24,0.0522,positive,0.137405,-3.3000000000000003
387,2022-01-25,0.22346000000000005,positive,0.142805,3.8
388,2022-01-26,0.17344444444444443,positive,0.14328,0.3
389,2022-01-27,0.13179,positive,0.141515,-1.2
390,2022-01-28,0.08252222222222222,positive,0.141515,0.0
391,2022-01-29,0.032771428571428576,neutral,0.14306,1.0999999999999999
392,2022-01-30,0.1758333333333333,positive,0.13921,-2.8000000000000003
393,2022-01-31,0.016633333333333333,neutral,0.141645,1.7000000000000002
394,2022-02-01,-0.005790000000000006,neutral,0.142425,0.5
395,2022-02-02,0.14284444444444444,positive,0.137055,-3.9
396,2022-02-03,0.24492000000000003,positive,0.138085,0.7000000000000001
397,2022-02-04,0.04218000000000001,neutral,0.147935,6.7
398,2022-02-05,0.22378333333333333,positive,0.146895,-0.7000000000000001
399,2022-02-06,0.60835,positive,0.15404,4.6
400,2022-02-07,0.05505,positive,0.165375,6.9
401,2022-02-08,0.13335999999999998,positive,0.1583,-4.5
402,2022-02-09,-0.04515,neutral,0.159495,0.7000000000000001
