Date (Doge Analysis F.Csv),Sentiment (Doge Analysis F.Csv),Close Price,Delta Close Price,F1,Vader Prediction (Doge Analysis F.Csv)
2/10/2022,positive,0.151575,-5.2,403,0.16279
2/11/2022,neutral,0.14475,-4.7,404,-0.001322222
2/12/2022,positive,0.144435,-0.2,405,0.095314286
2/13/2022,positive,0.148215,2.6,406,0.2005
2/14/2022,positive,0.14568,-1.7,407,0.0500125
2/15/2022,positive,0.151735,4,408,0.20137
2/16/2022,neutral,0.14877,-2,409,0.0161
2/17/2022,neutral,0.138395,-7.5,410,0.02306
2/18/2022,neutral,0.138535,0.1,411,0.035685714
2/19/2022,neutral,0.14094,1.7,412,0.020016667
2/20/2022,negative,0.13669,-3.1,413,-0.067357143
2/21/2022,positive,0.12827,-6.6,414,0.14654
2/22/2022,neutral,0.131365,2.4,415,0.00305
2/23/2022,neutral,0.12738,-3.1,416,-0.030022222
2/24/2022,negative,0.124105,-2.6,417,-0.06527
2/25/2022,positive,0.127715,2.8,418,0.2844
2/26/2022,negative,0.127765,0,419,-0.236533333
2/27/2022,neutral,0.12298,-3.9,420,0
2/28/2022,neutral,0.13351,7.9,421,0.04395
3/1/2022,positive,0.13417,0.5,422,0.175822222
3/2/2022,positive,0.133105,-0.8,423,0.2079
3/3/2022,positive,0.129675,-2.6,424,0.1133
3/4/2022,positive,0.122595,-5.8,425,0.15442
3/5/2022,positive,0.12496,1.9,426,0.14995
3/6/2022,positive,0.12066,-3.6,427,0.0772
3/7/2022,positive,0.116765,-3.3,428,0.07937
3/8/2022,neutral,0.11708,0.3,429,-0.04019
3/9/2022,positive,0.121515,3.6,430,0.094222222
3/10/2022,neutral,0.116875,-4,431,-0.03754
3/11/2022,positive,0.115455,-1.2,432,0.261244444
3/12/2022,neutral,0.114805,-0.6,433,0.036814286
3/13/2022,positive,0.11145,-3,434,0.0837
3/14/2022,neutral,0.11386,2.1,435,0.02023
3/15/2022,negative,0.11259,-1.1,436,-0.056
3/16/2022,neutral,0.11708,3.8,437,0.02429
3/17/2022,positive,0.11645,-0.5,438,0.162855556
3/18/2022,positive,0.119195,2.3,439,0.18911
3/19/2022,positive,0.123615,3.6,440,0.2361625
3/20/2022,positive,0.119225,-3.7,441,0.09555
3/21/2022,neutral,0.11927,0,442,0.02795
3/22/2022,positive,0.122325,2.5,443,0.170055556
3/23/2022,positive,0.1299,5.8,444,0.05569
3/24/2022,positive,0.136805,5,445,0.10825
3/25/2022,positive,0.13091,-4.5,446,0.12148
3/26/2022,negative,0.13611,3.8,447,-0.08144
3/27/2022,neutral,0.144775,6,448,0
3/28/2022,neutral,0.142385,-1.7,449,-0.02488
3/29/2022,neutral,0.144425,1.4,450,0.00848
3/30/2022,neutral,0.14316,-0.9,451,-0.02464
3/31/2022,positive,0.13818,-3.6,452,0.0521
4/1/2022,neutral,0.14141,2.3,453,-0.0475125
4/2/2022,positive,0.138815,-1.9,454,0.07555
4/3/2022,positive,0.146585,5.3,455,0.143533333
4/4/2022,neutral,0.148465,1.3,456,0.03434
4/5/2022,neutral,0.17265,14,457,-0.02221
4/6/2022,negative,0.143315,-20.5,458,-0.07675
4/7/2022,positive,0.1459,1.8,459,0.08982
4/8/2022,positive,0.14242,-2.4,460,0.11443
4/9/2022,positive,0.144185,1.2,461,0.07355
4/10/2022,positive,0.148235,2.7,462,0.189
4/11/2022,neutral,0.13412,-10.5,463,0.02114
4/12/2022,positive,0.138,2.8,464,0.11199
4/13/2022,negative,0.13997,1.4,465,-0.158644444
4/14/2022,neutral,0.14409,2.9,466,0.03423
4/15/2022,neutral,0.14594,1.3,467,-0.04582
4/16/2022,neutral,0.143595,-1.6,468,0.0083
4/17/2022,positive,0.13925,-3.1,469,0.09837
4/18/2022,neutral,0.14017,0.7,470,0.02862
4/19/2022,negative,0.14257,1.7,471,-0.130555556
4/20/2022,positive,0.14073,-1.3,472,0.22812
4/21/2022,positive,0.13634,-3.2,473,0.15464
4/22/2022,positive,0.136375,0,474,0.12809
4/23/2022,neutral,0.13388,-1.9,475,-0.028788889
4/24/2022,neutral,0.13179,-1.6,476,0.021225
4/25/2022,neutral,0.158145,16.7,477,0.02803
4/26/2022,positive,0.13757,-15,478,0.14867
4/27/2022,positive,0.14001,1.7,479,0.066
4/28/2022,neutral,0.137515,-1.8,480,0.00483
4/29/2022,positive,0.134937185,-1.9,481,0.2805
4/30/2022,positive,0.127506175,-5.8,482,0.146255556
5/1/2022,positive,0.132674865,3.9,483,0.086242857
5/2/2022,positive,0.130677725,-1.5,484,0.1231
5/3/2022,neutral,0.12941969,-1,485,0.009744444
5/4/2022,neutral,0.135924875,4.8,486,0.01731
5/5/2022,positive,0.12810285,-6.1,487,0.16498
5/6/2022,positive,0.12774423,-0.3,488,0.178633333
5/7/2022,neutral,0.1274357,-0.2,489,-0.043925
5/8/2022,positive,0.12410661,-2.7,490,0.1024375
5/9/2022,negative,0.101857415,-21.8,491,-0.10818
5/10/2022,neutral,0.108032345,5.7,492,0.03504
5/11/2022,neutral,0.084901835,-27.2,493,-0.04123
5/12/2022,negative,0.082400935,-3,494,-0.06247
5/13/2022,positive,0.088005085,6.4,495,0.09876
5/14/2022,neutral,0.089324255,1.5,496,-0.0437
5/15/2022,negative,0.09312055,4.1,497,-0.109433333
5/16/2022,neutral,0.087929505,-5.9,498,0.02154
5/17/2022,negative,0.09013344,2.4,499,-0.1485
5/18/2022,neutral,0.08323886,-8.3,500,0.0358
5/19/2022,neutral,0.086556045,3.8,501,-0.004444444
5/20/2022,neutral,0.08382286,-3.3,502,0.04755
5/21/2022,negative,0.08431782,0.6,503,-0.26244
5/22/2022,positive,0.085760475,1.7,504,0.190028571
5/23/2022,positive,0.08326218,-3,505,0.15565
5/24/2022,positive,0.083567785,0.4,506,0.23486
5/25/2022,negative,0.082796805,-0.9,507,-0.050544444
5/26/2022,positive,0.077755665,-6.5,508,0.27453
5/27/2022,positive,0.081470925,4.6,509,0.19428
5/28/2022,neutral,0.08178997,0.4,510,0.007711111
5/29/2022,positive,0.08261325,1,511,0.062188889
5/30/2022,neutral,0.087924245,6,512,0.027766667
5/31/2022,negative,0.08585328,-2.4,513,-0.07588
6/1/2022,neutral,0.081007115,-6,514,-0.004955556
6/2/2022,positive,0.08270839,2.1,515,0.1693
6/3/2022,positive,0.08023313,-3.1,516,0.269211111
6/4/2022,neutral,0.081818975,1.9,517,0.008644444
6/5/2022,positive,0.081005765,-1,518,0.053688889
6/6/2022,negative,0.08243122,1.7,519,-0.09933
6/7/2022,neutral,0.08032258,-2.6,520,0.000520000
6/8/2022,neutral,0.079226195,-1.4,521,0.01515
6/9/2022,positive,0.07929362,0.1,522,0.131925
6/10/2022,positive,0.075307065,-5.3,523,0.1422
6/11/2022,neutral,0.069849925,-7.8,524,-0.04937
6/12/2022,positive,0.06341423,-10.1,525,0.096022222
6/13/2022,neutral,0.05409912,-17.2,526,0.00453
6/14/2022,neutral,0.05550525,2.5,527,0.02023
6/15/2022,negative,0.06276424,11.6,528,-0.10453
6/16/2022,positive,0.055163875,-13.8,529,0.10148
6/17/2022,positive,0.05683262,2.9,530,0.0649
6/18/2022,positive,0.05281382,-7.6,531,0.20475
6/19/2022,neutral,0.06039496,12.6,532,0.035685714
6/20/2022,positive,0.059945,-0.8,533,0.14562
6/21/2022,positive,0.06575678,8.8,534,0.164875
6/22/2022,neutral,0.06164291,-6.7,535,0.04899
6/23/2022,negative,0.063948035,3.6,536,-0.06513
6/24/2022,positive,0.066867545,4.4,537,0.12179
6/25/2022,positive,0.06847019,2.3,538,0.159225
6/26/2022,positive,0.072905785,6.1,539,0.083657143
6/27/2022,positive,0.07210819,-1.1,540,0.055522222
6/28/2022,positive,0.06600734,-9.2,541,0.16541
6/29/2022,positive,0.069469305,5,542,0.10272
6/30/2022,positive,0.066421585,-4.6,543,0.19915
7/1/2022,neutral,0.066356255,-0.1,544,0
7/2/2022,positive,0.06657002,0.3,545,0.078814286
7/3/2022,neutral,0.06657002,0,546,0.02633
7/4/2022,neutral,0.06930359,3.9,547,0.003670000
7/5/2022,neutral,0.067072475,-3.3,548,-0.02469
7/6/2022,positive,0.06834515,1.9,549,0.11205
7/7/2022,positive,0.070507105,3.1,550,0.0889
7/8/2022,neutral,0.069015365,-2.2,551,0.016866667
7/9/2022,neutral,0.06943846,0.6,552,0.011775
7/10/2022,negative,0.06724358,-3.3,553,-0.0736
7/11/2022,neutral,0.06170341,-9,554,0.04774
7/12/2022,neutral,0.059756115,-3.3,555,0.02842
7/13/2022,positive,0.06189705,3.5,556,0.08377
7/14/2022,positive,0.06242256,0.8,557,0.057333333
7/15/2022,positive,0.0629073,0.8,558,0.2373
7/16/2022,negative,0.064361415,2.3,559,-0.08224
7/17/2022,positive,0.06304336,-2.1,560,0.108455556
7/18/2022,positive,0.067558855,6.7,561,0.08423
7/19/2022,positive,0.069015025,2.1,562,0.10913
7/20/2022,negative,0.070145045,1.6,563,-0.099
7/21/2022,positive,0.06999316,-0.2,564,0.0978
7/22/2022,negative,0.06744068,-3.8,565,-0.05781
7/23/2022,neutral,0.068029295,0.9,566,-0.0419875
7/24/2022,neutral,0.067539185,-0.7,567,-0.046755556
7/25/2022,positive,0.061932235,-9.1,568,0.14978
7/26/2022,positive,0.06256139,1,569,0.05527
7/27/2022,positive,0.067237,7,570,0.09154
7/28/2022,positive,0.06911971,2.7,571,0.20819
7/29/2022,positive,0.06879636,-0.5,572,0.08492
7/30/2022,positive,0.06968657,1.3,573,0.11895
7/31/2022,positive,0.068100455,-2.3,574,0.08779
8/1/2022,positive,0.0684759,0.5,575,0.19532
8/2/2022,positive,0.066538575,-2.9,576,0.08196
8/3/2022,positive,0.066239445,-0.5,577,0.097966667
8/4/2022,negative,0.06725088,1.5,578,-0.112614286
8/5/2022,positive,0.06981769,3.7,579,0.18117
8/6/2022,positive,0.06865221,-1.7,580,0.1468
8/7/2022,neutral,0.068972875,0.5,581,0.04669
8/8/2022,neutral,0.07011307,1.6,582,0.034363636
8/9/2022,negative,0.06905126,-1.5,583,-0.05914
8/10/2022,neutral,0.071278145,3.1,584,-0.02157
8/11/2022,neutral,0.07087765,-0.6,585,0.00698
8/12/2022,positive,0.072350675,2,586,0.0744
8/13/2022,positive,0.072961845,0.8,587,0.10229
8/14/2022,neutral,0.0816917,10.7,588,0.006428571
8/15/2022,positive,0.076650965,-6.6,589,0.12607
8/16/2022,positive,0.08677408,11.7,590,0.11823
8/17/2022,negative,0.080212365,-8.2,591,-0.11453
8/18/2022,neutral,0.07473701,-7.3,592,0.04019
8/19/2022,neutral,0.06775897,-10.3,593,-0.007360000
8/20/2022,positive,0.06933193,2.3,594,0.1019
8/21/2022,neutral,0.069316905,0,595,0.018555556
8/22/2022,positive,0.06840282,-1.3,596,0.07346
8/23/2022,positive,0.068840505,0.6,597,0.25466
8/24/2022,positive,0.067904025,-1.4,598,0.206366667
8/25/2022,positive,0.06898975,1.6,599,0.13593
8/26/2022,negative,0.06350783,-8.6,600,-0.054388889
8/27/2022,neutral,0.06352372,0,601,-0.0499
8/28/2022,neutral,0.06176152,-2.9,602,-0.004090000
8/29/2022,negative,0.063849785,3.3,603,-0.071755556
8/30/2022,negative,0.06155826,-3.7,604,-0.06014
8/31/2022,positive,0.061341215,-0.4,605,0.159855556
9/1/2022,positive,0.06238595,1.7,606,0.12069
9/2/2022,positive,0.061650685,-1.2,607,0.0615
9/3/2022,positive,0.062720805,1.7,608,0.14346
9/4/2022,neutral,0.06323082,0.8,609,-0.008262500
9/5/2022,positive,0.06274779,-0.8,610,0.09224
9/6/2022,positive,0.05889068,-6.5,611,0.077022222
9/7/2022,neutral,0.060964955,3.4,612,-0.0128
9/8/2022,neutral,0.060973785,0,613,0.00167
9/9/2022,positive,0.063884055,4.6,614,0.07976
9/10/2022,positive,0.064698325,1.3,615,0.063244444
9/11/2022,negative,0.063715745,-1.5,616,-0.05
9/12/2022,positive,0.06394973,0.4,617,0.11237
9/13/2022,positive,0.05964993,-7.2,618,0.078688889
9/14/2022,neutral,0.06115494,2.5,619,0.04598
9/15/2022,positive,0.058618165,-4.3,620,0.32881
9/16/2022,neutral,0.060453045,3,621,-0.02117
9/17/2022,negative,0.06219475,2.8,622,-0.211655556
9/18/2022,negative,0.05745516,-8.2,623,-0.138828571
9/19/2022,neutral,0.05854377,1.9,624,-0.017011111
9/20/2022,positive,0.058390275,-0.3,625,0.2025
9/21/2022,positive,0.057160635,-2.2,626,0.21259
9/22/2022,positive,0.05958483,4.1,627,0.15653
9/23/2022,positive,0.063345835,5.9,628,0.12226
9/24/2022,positive,0.06309323,-0.4,629,0.30023
9/25/2022,neutral,0.061164585,-3.2,630,0.02732
9/26/2022,positive,0.061127205,-0.1,631,0.07874
9/27/2022,neutral,0.060477195,-1.1,632,-0.00597
9/28/2022,positive,0.06049535,0,633,0.14471
9/29/2022,neutral,0.0608948,0.7,634,0.03578
9/30/2022,positive,0.06167655,1.3,635,0.0511625
10/1/2022,neutral,0.060597975,-1.8,636,0.04455
10/2/2022,positive,0.05927022,-2.2,637,0.11362
10/3/2022,positive,0.0603391,1.8,638,0.1194
10/4/2022,positive,0.06584921,8.4,639,0.1399
10/5/2022,positive,0.06478077,-1.6,640,0.07346
10/6/2022,positive,0.06345227,-2.1,641,0.08939
10/7/2022,neutral,0.062431815,-1.6,642,-0.01062
10/8/2022,positive,0.061654635,-1.3,643,0.15719
10/9/2022,positive,0.062112855,0.7,644,0.14157
10/10/2022,positive,0.059382815,-4.6,645,0.13152
10/11/2022,neutral,0.060233235,1.4,646,-0.000360000
10/12/2022,positive,0.059811135,-0.7,647,0.21252
10/13/2022,positive,0.059648605,-0.3,648,0.09516
10/14/2022,positive,0.058657855,-1.7,649,0.13505
10/15/2022,negative,0.058580805,-0.1,650,-0.2667
10/16/2022,neutral,0.05890929,0.6,651,0.00743
10/17/2022,positive,0.059980395,1.8,652,0.07364
10/18/2022,positive,0.05975901,-0.4,653,0.073944444
10/19/2022,positive,0.058678685,-1.8,654,0.12551
10/20/2022,positive,0.059419285,1.2,655,0.07788
10/21/2022,neutral,0.059343595,-0.1,656,0.000680000
10/22/2022,positive,0.059697185,0.6,657,0.10308
10/23/2022,positive,0.060372595,1.1,658,0.09331
10/24/2022,positive,0.059450105,-1.6,659,0.09051
10/25/2022,neutral,0.06305224,5.7,660,0.032988889
10/26/2022,positive,0.072647415,13.2,661,0.100677778
10/27/2022,neutral,0.076877905,5.5,662,-0.00212
10/28/2022,positive,0.08389155,8.4,663,0.14013
10/29/2022,positive,0.12175409,31.1,664,0.10584
10/30/2022,positive,0.11766952,-3.5,665,0.14969
10/31/2022,positive,0.12683694,7.2,666,0.199533333
11/1/2022,positive,0.142116755,10.8,667,0.11148
11/2/2022,positive,0.127662835,-11.3,668,0.07391
11/3/2022,neutral,0.12262007,-4.1,669,-0.000160000
11/4/2022,neutral,0.126151415,2.8,670,-0.03182
11/5/2022,positive,0.12445865,-1.4,671,0.1372625
11/6/2022,positive,0.114779765,-8.4,672,0.070511111
11/7/2022,neutral,0.111272155,-3.2,673,0.01718
11/8/2022,neutral,0.088307395,-26,674,0.0352
11/9/2022,neutral,0.074421305,-18.7,675,0.04019
11/10/2022,neutral,0.089499505,16.8,676,0.00429
11/11/2022,positive,0.084887015,-5.4,677,0.05459
11/12/2022,positive,0.08801675,3.6,678,0.110922222
11/13/2022,positive,0.084830255,-3.8,679,0.09943
11/14/2022,positive,0.08578154,1.1,680,0.05416
11/15/2022,positive,0.086914975,1.3,681,0.0765
11/16/2022,neutral,0.085436955,-1.7,682,0.005733333
11/17/2022,positive,0.084611925,-1,683,0.09794
11/18/2022,neutral,0.084649895,0,684,0.04404
11/19/2022,neutral,0.084435535,-0.3,685,-0.0285
11/20/2022,positive,0.07693515,-9.7,686,0.12738
11/21/2022,negative,0.0745531,-3.2,687,-0.06511
11/22/2022,neutral,0.078626745,5.2,688,0.008133333
11/23/2022,neutral,0.08188046,4,689,0.049944444
11/24/2022,positive,0.081376205,-0.6,690,0.078155556
11/25/2022,neutral,0.08942359,9,691,-0.031655556
11/26/2022,positive,0.08887325,-0.6,692,0.06254
11/27/2022,positive,0.09847541,9.8,693,0.07139
11/28/2022,neutral,0.095080865,-3.6,694,0.022988889
11/29/2022,positive,0.101421315,6.3,695,0.05396
11/30/2022,neutral,0.106743525,5,696,0.00361
12/1/2022,positive,0.101747305,-4.9,697,0.1105
12/2/2022,positive,0.102108315,0.4,698,0.08066
12/3/2022,negative,0.09973117,-2.4,699,-0.0592
12/4/2022,neutral,0.103968305,4.1,700,0.044655556
12/5/2022,negative,0.101474,-2.5,701,-0.0722
12/6/2022,negative,0.100190535,-1.3,702,-0.10306
12/7/2022,neutral,0.095750175,-4.6,703,-0.04865
12/8/2022,neutral,0.098493455,2.8,704,-0.03785
12/9/2022,neutral,0.096709335,-1.8,705,0.04992
12/10/2022,positive,0.09629904,-0.4,706,0.285522222
12/11/2022,negative,0.09268523,-3.9,707,-0.150433333
12/12/2022,negative,0.090281045,-2.7,708,-0.06754
12/13/2022,positive,0.091015415,0.8,709,0.18019
12/14/2022,positive,0.088268925,-3.1,710,0.16154
12/15/2022,neutral,0.084862505,-4,711,0.049144444
12/16/2022,neutral,0.075746755,-12,712,0.03861
12/17/2022,positive,0.07923456,4.4,713,0.11579
12/18/2022,neutral,0.0784808,-1,714,-0.001370000
12/19/2022,neutral,0.071368145,-10,715,0.03621
12/20/2022,negative,0.0748257,4.6,716,-0.07293
12/21/2022,positive,0.07368241,-1.6,717,0.0861
12/22/2022,positive,0.07683103,4.1,718,0.07944
12/23/2022,positive,0.07719028,0.5,719,0.1261125
12/24/2022,positive,0.07752163,0.4,720,0.177422222
12/25/2022,neutral,0.0759677,-2,721,0.013822222
12/26/2022,neutral,0.07567276,-0.4,722,-0.01016
12/27/2022,neutral,0.07365454,-2.7,723,0.02131
12/28/2022,positive,0.070360325,-4.7,724,0.1361
12/29/2022,neutral,0.07091223,0.8,725,-0.03595
12/30/2022,negative,0.06837148,-3.7,726,-0.16044
12/31/2022,positive,0.070194665,2.6,727,0.050427273
1/1/2023,positive,0.070207325,0,728,0.16691
1/2/2023,positive,0.071312555,1.5,729,0.06869
1/3/2023,positive,0.0704264,-1.3,730,0.086966667
1/4/2023,positive,0.07305639,3.6,731,0.19153
1/5/2023,neutral,0.071475695,-2.2,732,-0.01176
1/6/2023,positive,0.07241949,1.3,733,0.061566667
1/7/2023,positive,0.072183575,-0.3,734,0.125328571
1/8/2023,positive,0.073586055,1.9,735,0.0637
1/9/2023,neutral,0.075653775,2.7,736,0.03776
1/10/2023,neutral,0.07782502,2.8,737,0.02105
1/11/2023,neutral,0.078126575,0.4,738,0.02708
1/12/2023,positive,0.08026152,2.7,739,0.16196
1/13/2023,positive,0.08451861,5,740,0.08022
1/14/2023,positive,0.087305,3.2,741,0.118344444
1/15/2023,positive,0.08611788,-1.4,742,0.09727
1/16/2023,positive,0.083703245,-2.9,743,0.10717
1/17/2023,positive,0.08286929,-1,744,0.07834
1/18/2023,positive,0.08000183,-3.6,745,0.05423
1/19/2023,positive,0.0816188,2,746,0.10064
1/20/2023,positive,0.08618097,5.3,747,0.18615
1/21/2023,positive,0.084665265,-1.8,748,0.17378
1/22/2023,positive,0.08825564,4.1,749,0.103044444
1/23/2023,neutral,0.08855981,0.3,750,0.04645
1/24/2023,positive,0.08387732,-5.6,751,0.24312
1/25/2023,neutral,0.086558615,3.1,752,0.03467
1/26/2023,positive,0.08638738,-0.2,753,0.162811111
1/27/2023,positive,0.08726856,1,754,0.09551
1/28/2023,positive,0.087742185,0.5,755,0.17197
1/29/2023,positive,0.09009561,2.6,756,0.09081
1/30/2023,positive,0.08833916,-2,757,0.05312
1/31/2023,neutral,0.096123445,8.1,758,0.012218182
2/1/2023,positive,0.09406207,-2.2,759,0.07179
2/2/2023,neutral,0.090993345,-3.4,760,0.043233333
2/3/2023,neutral,0.092884195,2,761,0.00286
2/4/2023,positive,0.095556915,2.8,762,0.06611
2/5/2023,positive,0.0920702,-3.8,763,0.12315
2/6/2023,positive,0.089636060,-2.7,764,0.142444444
2/7/2023,positive,0.092505700,3.1,765,0.12034
2/8/2023,positive,0.090148893,-2.6,766,0.09738
2/9/2023,neutral,0.081488523,-10.6,767,-0.01196
2/10/2023,neutral,0.080886361,-0.7,768,0.03182
2/11/2023,neutral,0.082258933,1.7,769,-0.04019
2/12/2023,positive,0.082166633,-0.1,770,0.1517
2/13/2023,positive,0.082134516,0,771,0.1046
2/14/2023,neutral,0.083609228,1.8,772,0.01411
2/15/2023,positive,0.089262113,6.3,773,0.09769
2/16/2023,positive,0.084883711,-5.2,774,0.05075
2/17/2023,neutral,0.087729726,3.2,775,0.04921
2/18/2023,negative,0.088851128,1.3,776,-0.079288889
2/19/2023,positive,0.087007658,-2.1,777,0.08367
2/20/2023,positive,0.088283571,1.4,778,0.1697
2/21/2023,neutral,0.085499366,-3.3,779,-0.01399
2/22/2023,positive,0.085493950,0,780,0.05525
2/23/2023,positive,0.084222636,-1.5,781,0.15196
2/24/2023,positive,0.080952239,-4,782,0.09834
2/25/2023,positive,0.08075642,-0.2,783,0.09987
2/26/2023,neutral,0.082192098,1.7,784,0.03912
2/27/2023,positive,0.08135858,-1,785,0.06733
2/28/2023,positive,0.08085166,-0.6,786,0.160277778
3/1/2023,positive,0.081909406,1.3,787,0.105211111
3/2/2023,positive,0.08055646,-1.7,788,0.08721
3/3/2023,neutral,0.07684507,-4.8,789,-0.04668
3/4/2023,positive,0.07463127,-3,790,0.174866667
3/5/2023,positive,0.07475706,0.2,791,0.08257
3/6/2023,positive,0.07478618,0,792,0.10446
3/7/2023,positive,0.074067376,-1,793,0.05678
3/8/2023,negative,0.0711138,-4.2,794,-0.07448
3/9/2023,neutral,0.066047153,-7.7,795,-0.02081
